,index,Unnamed: 0,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
39,197,197,600309.XSHG,600309,万华化学,XSHG,2021-03-05,114.32,114.32,113.24,114.98,109.68,109.79,40804988,4541174013,110376,0.0287,0.9883009195,156314215156.0,344712779214.0,-0.0396,45.4775,48.3317,7.843999999999999,1,111.29
40,198,198,600309.XSHG,600309,万华化学,XSHG,2021-03-08,109.79,109.79,112.5,117.33,107.72,107.89,37986448,4259063234,104635,0.0267,0.9883009195,153609077996.0,338747260674.0,-0.0173,44.6904,47.4953,7.7082,1,112.12100000000001
41,199,199,600309.XSHG,600309,万华化学,XSHG,2021-03-09,107.89,107.89,106.1,109.59,104.0,104.02,35023050,3762710493,102837,0.0246,0.9883009195,148099140728.0,326596441332.0,-0.0359,43.0874,45.7916,7.4317,1,107.435
42,200,200,600309.XSHG,600309,万华化学,XSHG,2021-03-10,104.02,104.02,107.1,110.82,106.78,108.93,33367020,3623294268,79847,0.0234,0.9883009195,155089784652.0,342012597138.0,0.0472,34.0602,34.0602,7.0113,1,108.589
43,201,201,600309.XSHG,600309,万华化学,XSHG,2021-03-11,108.93,108.93,109.95,113.58,108.31,110.75,34393378,3825254516,81648,0.0242,0.9883009195,157681021300.0,347726935950.0,0.0167,34.6292,34.6292,7.1284,1,111.221
44,202,202,600309.XSHG,600309,万华化学,XSHG,2021-03-12,110.75,110.75,113.82,116.43,113.0,116.33,35970964,4146974762,97929,0.0253,0.9883009195,165625582012.0,365246721978.0,0.0504,36.374,36.374,7.4876,1,115.287
45,203,203,600309.XSHG,600309,万华化学,XSHG,2021-03-15,116.33,116.33,117.8,118.44,111.1,113.28,29493675,3371744875,93455,0.0207,0.9883009195,161283124992.0,355670494848.0,-0.0262,35.4203,35.4203,7.2913,1,114.321
46,204,204,600309.XSHG,600309,万华化学,XSHG,2021-03-16,113.28,113.28,113.3,117.5,113.28,117.19,20952531,2422179792,63803,0.0147,0.9883009195,166850012516.0,367946904054.0,0.0345,36.6429,36.6429,7.5429,1,115.603
47,205,205,600309.XSHG,600309,万华化学,XSHG,2021-03-17,117.19,117.19,117.17,119.35,113.0,118.0,24210132,2836473964,70717,0.017,0.9883009195,168003255200.0,370490098800.0,0.0069,36.8962,36.8962,7.5951,1,117.161
48,206,206,600309.XSHG,600309,万华化学,XSHG,2021-03-18,118.0,118.0,119.3,119.47,117.0,118.18,17118373,2028002399,56531,0.012,0.9883009195,168259531352.0,371055253188.0,0.0015,36.9524,36.9524,7.6067,1,118.469
49,207,207,600309.XSHG,600309,万华化学,XSHG,2021-03-19,118.18,118.18,114.8,116.68,111.91,115.24,20599813,2359240839,68678,0.0145,0.9883009195,164073687536.0,361824398184.0,-0.0249,36.0332,36.0332,7.4174,1,114.527
50,208,208,600309.XSHG,600309,万华化学,XSHG,2021-03-22,115.24,115.24,114.08,115.89,108.35,110.3,30215638,3344615782,103162,0.0212,0.9883009195,157040330920.0,346314049980.0,-0.0429,34.4885,34.4885,7.0995,1,110.69200000000001
51,209,209,600309.XSHG,600309,万华化学,XSHG,2021-03-23,110.3,110.3,110.7,110.77,103.17,108.0,37752157,4000646495,106139,0.0265,0.9883009195,153765691200.0,339092632800.0,-0.0209,33.7694,33.7694,6.9514,1,105.971
52,210,210,600309.XSHG,600309,万华化学,XSHG,2021-03-24,108.0,108.0,107.18,107.18,100.26,101.36,35697090,3648649391,110862,0.0251,0.9883009195,144311948704.0,318244715376.0,-0.0615,31.6932,31.6932,6.524,1,102.211
53,211,211,600309.XSHG,600309,万华化学,XSHG,2021-03-25,101.36,101.36,100.85,105.95,100.7,103.88,23442934,2429984075,74347,0.0165,0.9883009195,147899814832.0,326156876808.0,0.0249,32.4811,32.4811,6.6862,1,103.655
54,212,212,600309.XSHG,600309,万华化学,XSHG,2021-03-26,103.88,103.88,105.65,109.0,104.03,108.23,21069383,2254145743,67265,0.0148,0.9883009195,154093155172.0,339814774518.0,0.0419,33.8413,33.8413,6.9662,1,106.98700000000001
55,213,213,600309.XSHG,600309,万华化学,XSHG,2021-03-29,108.23,108.23,109.4,113.82,107.71,111.19,23112908,2571465136,73421,0.0162,0.9883009195,158307474116.0,349108424454.0,0.0273,34.7668,34.7668,7.1567,1,111.257
56,214,214,600309.XSHG,600309,万华化学,XSHG,2021-03-30,111.19,111.19,111.35,112.38,109.4,111.25,14953050,1661357514,56123,0.0105,0.9883009195,158392899500.0,349296809250.0,0.0005,34.7856,34.7856,7.1606,1,111.105
57,215,215,600309.XSHG,600309,万华化学,XSHG,2021-03-31,111.25,111.25,109.11,109.9,104.06,105.6,28518834,3019966476,93432,0.02,0.9883009195,150348675840.0,331557240960.0,-0.0508,33.0189,33.0189,6.7969,1,105.89399999999999
58,216,216,600309.XSHG,600309,万华化学,XSHG,2021-04-01,105.6,105.6,106.4,107.8,105.03,107.76,15428080,1642603535,54617,0.0108,0.9883009195,153423989664.0,338339093616.0,0.0205,33.6943,33.6943,6.936,1,106.46799999999999
59,217,217,600309.XSHG,600309,万华化学,XSHG,2021-04-02,107.76,107.76,108.52,111.97,108.22,111.5,17460344,1927507432,62871,0.0123,0.9883009195,158748838600.0,350081745900.0,0.0347,34.8637,34.8637,7.1767,1,110.39299999999999
60,218,218,600309.XSHG,600309,万华化学,XSHG,2021-04-06,111.5,111.5,112.05,112.3,106.35,107.24,19504141,2101106128,70093,0.0137,0.9883009195,152683636336.0,336706425384.0,-0.0382,22.0275,12.7129,6.1333,1,107.726
61,219,219,600309.XSHG,600309,万华化学,XSHG,2021-04-07,107.24,107.24,108.63,109.34,104.6,106.93,17947535,1915003116,70235,0.0126,0.9883009195,152242271852.0,335733103938.0,-0.0029,21.9639,12.6761,6.1156,1,106.7
62,220,220,600309.XSHG,600309,万华化学,XSHG,2021-04-08,106.93,106.93,107.01,109.85,105.01,109.12,19466729,2110484584,60727,0.0137,0.9883009195,155360298368.0,342609148992.0,0.0205,22.4137,12.9357,6.2408,1,108.415
63,221,221,600309.XSHG,600309,万华化学,XSHG,2021-04-09,109.12,109.12,111.74,111.9,106.55,106.9,17269869,1866110730,57326,0.0121,0.9883009195,152199559160.0,335638911540.0,-0.0203,21.9577,12.6726,6.1139,1,108.056
64,222,222,600309.XSHG,600309,万华化学,XSHG,2021-04-12,106.9,106.9,109.99,109.99,99.0,100.07,48401607,4959682658,141139,0.034,0.9883009195,142475302948.0,314194442262.0,-0.0639,20.5548,11.8629,5.7232,1,102.469
65,223,223,600309.XSHG,600309,万华化学,XSHG,2021-04-13,100.07,100.07,101.0,106.66,100.1,104.43,35599049,3709357852,107190,0.025,0.9883009195,148682880852.0,327883737438.0,0.0436,21.4503,12.3798,5.9726,1,104.198
66,224,224,600309.XSHG,600309,万华化学,XSHG,2021-04-14,104.43,104.43,104.43,106.26,103.62,105.31,16750705,1758712241,58342,0.0118,0.9883009195,149935786484.0,330646714446.0,0.0084,21.6311,12.4841,6.0229,1,104.993
67,225,225,600309.XSHG,600309,万华化学,XSHG,2021-04-15,105.31,105.31,106.0,106.32,102.3,104.52,14725686,1523916139,57065,0.0103,0.9883009195,148811018928.0,328166314632.0,-0.0075,21.4688,12.3904,5.9778,1,103.48700000000001
68,226,226,600309.XSHG,600309,万华化学,XSHG,2021-04-16,104.52,104.52,105.5,106.36,101.3,103.55,18631154,1931906095,64422,0.0131,0.9883009195,147429975220.0,325120760430.0,-0.0093,21.2696,12.2754,5.9223,1,103.69200000000001
69,227,227,600309.XSHG,600309,万华化学,XSHG,2021-04-19,103.55,103.55,103.2,108.4,101.43,107.94,26972598,2873251101,84949,0.0189,0.9883009195,153680265816.0,338904248004.0,0.0424,22.1713,12.7959,6.1733,1,106.525
70,228,228,600309.XSHG,600309,万华化学,XSHG,2021-04-20,107.94,107.94,107.1,113.2,107.04,112.02,27425068,3046520448,79020,0.0193,0.9883009195,159489191928.0,351714414132.0,0.0378,23.0094,13.2795,6.4067,1,111.085
71,229,229,600309.XSHG,600309,万华化学,XSHG,2021-04-21,112.02,112.02,109.93,112.77,109.33,111.82,18907579,2100983267,64123,0.0133,0.9883009195,159204440648.0,351086464812.0,-0.0018,22.9683,13.2558,6.3953,1,111.119
72,230,230,600309.XSHG,600309,万华化学,XSHG,2021-04-22,111.82,111.82,112.69,113.06,107.8,109.6,14992985,1642987023,55226,0.0105,0.9883009195,156043701440.0,344116227360.0,-0.0199,22.5123,12.9926,6.2683,1,109.584
73,231,231,600309.XSHG,600309,万华化学,XSHG,2021-04-23,109.6,109.6,109.58,112.56,108.65,111.12,15666453,1739191327,53380,0.011000000000000001,0.9883009195,158207811168.0,348888642192.0,0.0139,22.8245,13.1728,6.3552,1,111.014
74,232,232,600309.XSHG,600309,万华化学,XSHG,2021-04-26,109.82,111.12,110.99,113.18,108.35,108.75,18719884,2073813428,62703,0.0131,1.0,154833508500.0,341447442750.0,-0.0097,22.3377,12.8919,6.2197,1,110.781
75,233,233,600309.XSHG,600309,万华化学,XSHG,2021-04-27,108.75,108.75,108.9,109.22,106.04,107.41,14173351,1522102490,53354,0.01,1.0,152925674924.0,337240182306.0,-0.0123,22.0624,12.732999999999999,6.143,1,107.39200000000001
76,234,234,600309.XSHG,600309,万华化学,XSHG,2021-04-28,107.41,107.41,107.99,108.6,104.15,108.48,13697928,1464351441,48770,0.0096,1.0,154449094272.0,340599711168.0,0.01,22.2822,12.8599,6.2042,1,106.90299999999999
77,235,235,600309.XSHG,600309,万华化学,XSHG,2021-04-29,108.48,108.48,107.0,107.01,104.0,105.49,25619943,2698836147,76289,0.018000000000000002,1.0,150192062636.0,331211868834.0,-0.0276,21.6681,12.5054,6.0332,1,105.34100000000001
78,236,236,600309.XSHG,600309,万华化学,XSHG,2021-04-30,105.49,105.49,104.51,105.12,101.6,102.74,25303950,2604226707,80918,0.0178,1.0,146276732536.0,322577565684.0,-0.0261,21.1032,12.1794,5.8759,1,102.91799999999999
