,index,Unnamed: 0,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
0,316,316,600519.XSHG,600519,贵州茅台,XSHG,2021-01-04,1998.0,1998.0,1999.98,2004.99,1983.81,1997.0,4351400,8686920261,29403,0.0035,1.0,2508627006600.0,2508627006600.0,-0.0005,56.2741,55.6202,16.8985,1,1996.351
1,317,317,600519.XSHG,600519,贵州茅台,XSHG,2021-01-05,1997.0,1997.0,1990.0,2059.45,1982.46,2059.45,5211605,10592557370,28864,0.0041,1.0,2587076559210.0,2587076559210.0,0.0313,58.0339,57.3595,17.427,1,2032.494
2,318,318,600519.XSHG,600519,贵州茅台,XSHG,2021-01-06,2059.45,2059.45,2064.8,2125.0,2036.03,2100.0,4741020,9882593867,29058,0.0038,1.0,2638015380000.0,2638015380000.0,0.0197,59.1766,58.4889,17.7701,1,2084.487
3,319,319,600519.XSHG,600519,贵州茅台,XSHG,2021-01-07,2100.0,2100.0,2097.0,2140.0,2075.0,2140.0,3793139,7991178754,24997,0.003,1.0,2688263292000.0,2688263292000.0,0.019,60.3037,59.603,18.1086,1,2106.746
4,320,320,600519.XSHG,600519,贵州茅台,XSHG,2021-01-08,2140.0,2140.0,2142.0,2150.88,2063.02,2090.0,5386164,11345202869,36488,0.0043,1.0,2625453402000.0,2625453402000.0,-0.0234,58.8948,58.2104,17.6855,1,2106.36
5,321,321,600519.XSHG,600519,贵州茅台,XSHG,2021-01-11,2090.0,2090.0,2090.0,2150.5,2058.6,2099.73,5107990,10768565415,33084,0.0041,1.0,2637676206590.0,2637676206590.0,0.0047,59.169,58.4814,17.7678,1,2108.181
6,322,322,600519.XSHG,600519,贵州茅台,XSHG,2021-01-12,2099.73,2099.73,2088.0,2160.9,2085.0,2160.9,4105859,8800558288,25177,0.0033,1.0,2714517826020.0,2714517826020.0,0.0291,60.8927,60.1851,18.2855,1,2143.415
7,323,323,600519.XSHG,600519,贵州茅台,XSHG,2021-01-13,2160.9,2160.9,2164.0,2173.33,2135.0,2164.0,3438993,7418330854,23354,0.0027,1.0,2718412039200.0,2718412039200.0,0.0014,60.98,60.2715,18.3117,1,2157.123
8,324,324,600519.XSHG,600519,贵州茅台,XSHG,2021-01-14,2164.0,2164.0,2156.0,2163.0,2116.11,2134.0,3615220,7722089684,22278,0.0029,1.0,2680726105200.0,2680726105200.0,-0.0139,60.1347,59.4359,18.0578,1,2135.994
9,325,325,600519.XSHG,600519,贵州茅台,XSHG,2021-01-15,2134.0,2134.0,2115.0,2134.35,2029.0,2082.0,5950939,12372103227,37559,0.0047,1.0,2615403819600.0,2615403819600.0,-0.0244,58.6693,57.9876,17.6178,1,2079.0170000000003
10,326,326,600519.XSHG,600519,贵州茅台,XSHG,2021-01-18,2082.0,2082.0,2061.06,2091.48,2040.27,2063.0,3914404,8076715790,30942,0.0031,1.0,2591536061400.0,2591536061400.0,-0.0091,58.1339,57.4584,17.457,1,2063.3320000000003
