,index,Unnamed: 0,secID,ticker,secShortName,exchangeCD,tradeDate,preClosePrice,actPreClosePrice,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,turnoverValue,dealAmount,turnoverRate,accumAdjFactor,negMarketValue,marketValue,chgPct,PE,PE1,PB,isOpen,vwap
0,632,632,600887.XSHG,600887,伊利股份,XSHG,2021-01-04,44.37,44.37,44.6,48.0,44.17,47.36,87538655,4067206463,119257,0.0148,1.0,280856029056.0,288073110528.0,0.0674,39.3143,35.8635,10.142999999999999,1,46.461999999999996
1,633,633,600887.XSHG,600887,伊利股份,XSHG,2021-01-05,47.36,47.36,48.1,51.85,48.1,50.93,125276269,6279953468,164475,0.0211,1.0,302026975503.0,309788081064.0,0.0754,42.2778,38.5668,10.9076,1,50.129
2,634,634,600887.XSHG,600887,伊利股份,XSHG,2021-01-06,50.93,50.93,51.5,51.85,49.3,50.56,97835732,4924778416,167246,0.0165,1.0,299832787776.0,307537509888.0,-0.0073,41.9706,38.2867,10.8284,1,50.336999999999996
3,635,635,600887.XSHG,600887,伊利股份,XSHG,2021-01-07,50.56,50.56,50.6,51.84,49.46,51.69,98355135,4945582209,151908,0.0166,1.0,306533955699.0,314410875912.0,0.0223,42.9087,39.1424,11.0704,1,50.283
4,636,636,600887.XSHG,600887,伊利股份,XSHG,2021-01-08,51.69,51.69,51.3,51.85,48.68,49.27,113557968,5646536745,191846,0.0191,1.0,292182781917.0,299690923896.0,-0.0468,40.8998,37.3098,10.5521,1,49.724
5,637,637,600887.XSHG,600887,伊利股份,XSHG,2021-01-11,49.27,49.27,49.0,50.16,48.02,48.64,90644829,4452408233,139337,0.0153,1.0,288446732544.0,295858870272.0,-0.0128,40.3768,36.8327,10.4172,1,49.119
6,638,638,600887.XSHG,600887,伊利股份,XSHG,2021-01-12,48.64,48.64,48.7,50.0,48.5,49.67,61285750,3026984103,118557,0.0103,1.0,294554876757.0,302123973816.0,0.0212,41.2318,37.6127,10.6378,1,49.391000000000005
7,639,639,600887.XSHG,600887,伊利股份,XSHG,2021-01-13,49.67,49.67,49.82,50.5,48.07,48.59,77807589,3821127309,143756,0.0131,1.0,288150220689.0,295554739032.0,-0.0217,40.3353,36.7949,10.4065,1,49.11
8,640,640,600887.XSHG,600887,伊利股份,XSHG,2021-01-14,48.59,48.59,48.14,49.05,46.74,46.95,81171035,3847490760,139994,0.0137,1.0,278424631845.0,285579234360.0,-0.0338,38.9739,35.553000000000004,10.0552,1,47.4
9,641,641,600887.XSHG,600887,伊利股份,XSHG,2021-01-15,46.95,46.95,46.35,47.19,45.8,46.65,69765378,3239843527,138325,0.0118,1.0,276645560715.0,283754446920.0,-0.0064,38.7249,35.3258,9.991,1,46.43899999999999
10,642,642,600887.XSHG,600887,伊利股份,XSHG,2021-01-18,46.65,46.65,46.65,48.24,46.65,47.51,70675567,3354358894,107535,0.0119,1.0,281745564621.0,288985504248.0,0.0184,39.4388,35.977,10.1752,1,47.461000000000006
11,643,643,600887.XSHG,600887,伊利股份,XSHG,2021-01-19,47.51,47.51,47.51,47.57,45.97,46.14,63822949,2970963317,116711,0.0108,1.0,273621139794.0,280652308272.0,-0.0288,38.3015,34.9396,9.8818,1,46.55
12,644,644,600887.XSHG,600887,伊利股份,XSHG,2021-01-20,46.14,46.14,46.13,46.4,45.51,46.16,65172501,2997057193,101268,0.011000000000000001,1.0,273739744536.0,280773960768.0,0.0004,38.3181,34.9548,9.886000000000001,1,45.986999999999995
13,645,645,600887.XSHG,600887,伊利股份,XSHG,2021-01-21,46.16,46.16,46.3,46.6,45.02,46.25,98622642,4523282666,165375,0.0166,1.0,274273465875.0,281321397000.0,0.0019,38.3928,35.0229,9.9053,1,45.865
